56.9;0.4267
57;0.4249
57.1;0.4230
57.2;0.4212
57.3;0.4193
57.4;0.4175
57.5;0.4156
57.6;0.4138
57.7;0.4119
57.8;0.4101
57.9;0.4101
58;0.4082
58.1;0.4063
58.2;0.4045
58.3;0.4026
58.4;0.4008
58.5;0.3989
58.6;0.3971
58.7;0.3952
58.8;0.3934
58.9;0.3934
59;0.3915
59.1;0.3894
59.2;0.3874
59.3;0.3853
59.4;0.3833
59.5;0.3812
59.6;0.3792
59.7;0.3771
59.8;0.3751
59.9;0.3751
60;0.373
